order_id,order_date,ship_date,ship_mode,customer_name,segment,country,market,region,product_id,category,sub_category,sales,quantity,discount,profit,shipping_cost,order_priority,year
AG-2011-8180,2011-02-25,2011-02-25,Same Day,Rose OBrian,Consumer,Algeria,Africa,Africa,TEC-EPS-10004558,Technology,Machines,613,2,0,202.32,241.33,Critical,2011
ID-2011-56969,2011-02-25,2011-03-03,Standard Class,Fred McMath,Consumer,China,APAC,North Asia,TEC-PH-10004281,Technology,Phones,1527,9,0,656.64,172.32,Medium,2011
AG-2011-8180,2011-02-25,2011-02-25,Same Day,Rose OBrian,Consumer,Algeria,Africa,Africa,OFF-ELD-10000845,Office Supplies,Storage,394,2,0,78.78,110.6,Critical,2011
AG-2011-8180,2011-02-25,2011-02-25,Same Day,Rose OBrian,Consumer,Algeria,Africa,Africa,OFF-SAN-10001681,Office Supplies,Paper,339,10,0,37.2,27.29,Critical,2011
AG-2011-8180,2011-02-25,2011-02-25,Same Day,Rose OBrian,Consumer,Algeria,Africa,Africa,OFF-ADV-10004598,Office Supplies,Fasteners,54,4,0,12.84,22.06,Critical,2011
MX-2011-131352,2011-02-25,2011-02-28,Second Class,Mike Kennedy,Consumer,Cuba,LATAM,Caribbean,FUR-FU-10003237,Furniture,Furnishings,57,3,0,6.84,20.1,Critical,2011
CG-2011-6540,2011-02-25,2011-02-27,Second Class,Tracy Hopkins,Home Office,Democratic Republic of the Congo,Africa,Africa,OFF-STO-10000347,Office Supplies,Fasteners,98,6,0,34.2,18.74,High,2011
MX-2011-114909,2011-02-25,2011-03-01,Standard Class,Emily Grady,Consumer,Guatemala,LATAM,Central,TEC-CO-10001177,Technology,Copiers,232,2,0,43.7,14.26,Medium,2011
US-2011-137680,2011-02-25,2011-03-02,Standard Class,Jennifer Halladay,Consumer,United States,US,West,OFF-PA-10000174,Office Supplies,Paper,33,4,0.2,11.1,2.37,High,2011
AG-2011-8180,2011-02-25,2011-02-25,Same Day,Rose OBrian,Consumer,Algeria,Africa,Africa,OFF-NOV-10003180,Office Supplies,Labels,8,1,0,0.57,2.14,Critical,2011
US-2011-137680,2011-02-25,2011-03-02,Standard Class,Jennifer Halladay,Consumer,United States,US,West,OFF-PA-10000069,Office Supplies,Paper,23,3,0.2,7.69,1.97,High,2011
CG-2011-6540,2011-02-25,2011-02-27,Second Class,Tracy Hopkins,Home Office,Democratic Republic of the Congo,Africa,Africa,OFF-NOV-10004223,Office Supplies,Labels,9,1,0,1.59,1.13,High,2011
CG-2011-6540,2011-02-25,2011-02-27,Second Class,Tracy Hopkins,Home Office,Democratic Republic of the Congo,Africa,Africa,OFF-ACC-10000798,Office Supplies,Binders,7,1,0,0.57,0.7,High,2011
MX-2011-135440,2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Central,TEC-CO-10002063,Technology,Copiers,988,5,0,126.72,107.47,Medium,2011
MX-2011-135440,2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Central,FUR-BO-10003323,Furniture,Bookcases,685,6,0,280.92,88.39,Medium,2011
ID-2011-25735,2011-02-26,2011-03-01,Second Class,Michael Dominguez,Corporate,Indonesia,APAC,Southeast Asia,TEC-MA-10001726,Technology,Machines,287,3,0.17,-45.1,81.63,Critical,2011
IT-2011-3203475,2011-02-26,2011-03-04,Standard Class,Bobby Odegard,Consumer,Netherlands,EU,Central,FUR-FU-10001086,Furniture,Furnishings,533,6,0.2,-0.14,39.26,Medium,2011
MX-2011-116246,2011-02-26,2011-03-02,Second Class,Rob Lucas,Consumer,El Salvador,LATAM,Central,OFF-ST-10000645,Office Supplies,Storage,268,3,0,10.68,33.3,Medium,2011
IN-2011-43718,2011-02-26,2011-02-28,First Class,David Flashing,Consumer,Japan,APAC,North Asia,OFF-SU-10003863,Office Supplies,Supplies,79,3,0,25.38,28.91,Critical,2011
MX-2011-133466,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Caribbean,FUR-CH-10003354,Furniture,Chairs,360,3,0,104.46,27.4,Medium,2011
US-2011-162012,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Brazil,LATAM,South,FUR-CH-10001536,Furniture,Chairs,144,3,0.6,-111.68,14.32,Medium,2011
MX-2011-133466,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Caribbean,TEC-PH-10003254,Technology,Phones,177,4,0,54.96,9.28,Medium,2011
MX-2011-116246,2011-02-26,2011-03-02,Second Class,Rob Lucas,Consumer,El Salvador,LATAM,Central,OFF-SU-10003371,Office Supplies,Supplies,58,2,0,0,8.2,Medium,2011
IT-2011-3203475,2011-02-26,2011-03-04,Standard Class,Bobby Odegard,Consumer,Netherlands,EU,Central,TEC-PH-10002079,Technology,Phones,120,3,0.5,-40.68,7.74,Medium,2011
IN-2011-15991,2011-02-26,2011-03-02,Standard Class,Lena Cacioppo,Consumer,China,APAC,North Asia,TEC-AC-10000896,Technology,Accessories,59,1,0,10.05,7.27,High,2011
MX-2011-133466,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Caribbean,OFF-SU-10004711,Office Supplies,Supplies,55,2,0,1.64,4.86,Medium,2011
MX-2011-135440,2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Central,FUR-FU-10000850,Furniture,Furnishings,67,2,0,32.76,4.74,Medium,2011
MX-2011-116246,2011-02-26,2011-03-02,Second Class,Rob Lucas,Consumer,El Salvador,LATAM,Central,OFF-AR-10001813,Office Supplies,Art,47,3,0,17.34,3.89,Medium,2011
MX-2011-133466,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Caribbean,TEC-AC-10004951,Technology,Accessories,52,3,0,18.66,3.68,Medium,2011
US-2011-162012,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Brazil,LATAM,South,TEC-PH-10001602,Technology,Phones,71,4,0.6,-51.46,2.95,Medium,2011
US-2011-162012,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Brazil,LATAM,South,OFF-SU-10001554,Office Supplies,Supplies,22,2,0.6,-31.38,2.07,Medium,2011
US-2011-162012,2011-02-26,2011-03-02,Standard Class,Alan Haines,Corporate,Brazil,LATAM,South,TEC-AC-10004715,Technology,Accessories,21,3,0.6,-12.52,1.87,Medium,2011
MX-2011-135440,2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Central,OFF-PA-10003301,Office Supplies,Paper,11,1,0,3.2,0.65,Medium,2011
IR-2011-6860,2011-02-27,2011-03-06,Standard Class,Dennis Kane,Consumer,Iran,EMEA,EMEA,TEC-EPS-10000774,Technology,Machines,625,8,0,93.6,54.7,Medium,2011
ID-2011-72894,2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,North Asia,OFF-AP-10000675,Office Supplies,Appliances,811,3,0.5,-599.94,236.16,Critical,2011
ID-2011-72894,2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,North Asia,FUR-FU-10000815,Furniture,Furnishings,401,10,0.2,-5.22,108.34,Critical,2011
MX-2011-156748,2011-02-28,2011-02-28,Same Day,Sarah Brown,Consumer,Brazil,LATAM,South,TEC-MA-10001859,Technology,Machines,358,2,0,110.96,64.95,High,2011
ID-2011-72894,2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,North Asia,OFF-AP-10003275,Office Supplies,Appliances,311,2,0.5,-224.01,60.79,Critical,2011
ID-2011-72894,2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,North Asia,FUR-FU-10004074,Furniture,Furnishings,140,7,0.2,6.8,50.88,Critical,2011
IN-2011-56213,2011-02-28,2011-03-04,Second Class,Deborah Brumfield,Home Office,Philippines,APAC,Southeast Asia,TEC-AC-10004081,Technology,Accessories,120,3,0.45,10.82,18.64,Medium,2011
ID-2011-72894,2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,North Asia,TEC-AC-10003668,Technology,Accessories,115,2,0.5,-50.55,16.32,Critical,2011
IN-2011-56213,2011-02-28,2011-03-04,Second Class,Deborah Brumfield,Home Office,Philippines,APAC,Southeast Asia,OFF-BI-10002243,Office Supplies,Binders,125,5,0.15,41.18,7.71,Medium,2011
CA-2011-156545,2011-02-28,2011-03-03,First Class,Joy Smith,Consumer,United States,US,East,OFF-AR-10003560,Office Supplies,Art,19,4,0.2,3.4,3.38,Medium,2011
ID-2011-56129,2011-02-28,2011-03-07,Standard Class,Sally Hughsby,Corporate,Australia,APAC,Oceania,OFF-AR-10000578,Office Supplies,Art,18,1,0.4,-10.01,2.15,Medium,2011
CA-2011-1800,2011-03-01,2011-03-04,First Class,Tom Prescott,Consumer,Canada,Canada,Canada,OFF-FEL-10001405,Office Supplies,Storage,551,4,0,71.64,164.36,High,2011
ES-2011-1705541,2011-03-01,2011-03-06,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,North,FUR-BO-10000259,Furniture,Bookcases,1314,3,0,341.73,150.4,High,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,TEC-LOG-10003896,Technology,Accessories,1471,6,0,264.6,146.55,Medium,2011
ES-2011-3893444,2011-03-01,2011-03-05,Standard Class,Tom Boeckenhauer,Consumer,Germany,EU,Central,OFF-AP-10002568,Office Supplies,Appliances,364,8,0.2,45.46,80.67,High,2011
CA-2011-113880,2011-03-01,2011-03-05,Standard Class,Vicky Freymann,Home Office,United States,US,Central,FUR-CH-10000863,Furniture,Chairs,634,6,0.3,-172.12,70.05,High,2011
CA-2011-1800,2011-03-01,2011-03-04,First Class,Tom Prescott,Consumer,Canada,Canada,Canada,FUR-HAR-10001792,Furniture,Chairs,246,4,0,105.96,65.81,High,2011
ES-2011-1705541,2011-03-01,2011-03-06,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,North,FUR-CH-10002830,Furniture,Chairs,705,5,0,288.75,64.4,High,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,OFF-FEL-10002867,Office Supplies,Storage,1244,6,0,211.5,60.78,Medium,2011
IN-2011-59986,2011-03-01,2011-03-03,First Class,Katherine Hughes,Consumer,Australia,APAC,Oceania,TEC-MA-10002520,Technology,Machines,215,2,0.1,7.16,55.67,High,2011
CA-2011-104269,2011-03-01,2011-03-06,Second Class,Dave Brooks,Consumer,United States,US,West,FUR-CH-10004063,Furniture,Chairs,458,2,0.2,51.48,47.89,Medium,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,TEC-SHA-10004874,Technology,Copiers,588,2,0,123.36,42.88,Medium,2011
CA-2011-168312,2011-03-01,2011-03-07,Standard Class,Giulietta Weimer,Consumer,United States,US,Central,FUR-TA-10001866,Furniture,Tables,377,3,0.3,-43.03,32.7,Medium,2011
ES-2011-1705541,2011-03-01,2011-03-06,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,North,OFF-AR-10004151,Office Supplies,Art,195,4,0,34.92,25.39,High,2011
CA-2011-131009,2011-03-01,2011-03-05,Standard Class,Shahid Collister,Consumer,United States,US,Central,FUR-CH-10001270,Furniture,Chairs,362,6,0.3,0,25.22,Medium,2011
UP-2011-3090,2011-03-01,2011-03-01,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,EMEA,FUR-HON-10002424,Furniture,Chairs,163,2,0,76.5,24.42,Medium,2011
UP-2011-3090,2011-03-01,2011-03-01,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,EMEA,OFF-FEL-10002897,Office Supplies,Storage,116,2,0,30.06,19.52,Medium,2011
CA-2011-1800,2011-03-01,2011-03-04,First Class,Tom Prescott,Consumer,Canada,Canada,Canada,TEC-APP-10004912,Technology,Phones,493,4,0,123.24,18.19,High,2011
ES-2011-1517387,2011-03-01,2011-03-08,Standard Class,Chris McAfee,Consumer,France,EU,Central,OFF-AR-10001418,Office Supplies,Art,107,4,0,29.88,16.48,Low,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,TEC-KON-10002194,Technology,Machines,266,1,0,79.86,16.22,Medium,2011
IN-2011-56738,2011-03-01,2011-03-05,Standard Class,Randy Ferguson,Corporate,Japan,APAC,North Asia,FUR-FU-10002210,Furniture,Furnishings,352,7,0,59.64,15.91,Medium,2011
IN-2011-26946,2011-03-01,2011-03-06,Standard Class,Logan Haushalter,Consumer,Indonesia,APAC,Southeast Asia,FUR-CH-10001465,Furniture,Chairs,239,2,0.27,62.17,15.01,Medium,2011
IN-2011-26946,2011-03-01,2011-03-06,Standard Class,Logan Haushalter,Consumer,Indonesia,APAC,Southeast Asia,OFF-EN-10004495,Office Supplies,Envelopes,109,9,0.47,-74.41,14.58,Medium,2011
ES-2011-2010166,2011-03-01,2011-03-05,Standard Class,Lori Olson,Corporate,Germany,EU,Central,TEC-AC-10004791,Technology,Accessories,151,2,0.1,-5.06,14.22,Medium,2011
ID-2011-50144,2011-03-01,2011-03-05,Standard Class,Logan Haushalter,Consumer,Australia,APAC,Oceania,TEC-PH-10001619,Technology,Phones,92,1,0.4,-45.95,13.96,High,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,FUR-SAF-10004530,Furniture,Bookcases,197,1,0,86.55,12.33,Medium,2011
ES-2011-3893444,2011-03-01,2011-03-05,Standard Class,Tom Boeckenhauer,Consumer,Germany,EU,Central,OFF-ST-10000875,Office Supplies,Storage,118,3,0.2,36.68,11.43,High,2011
CA-2011-168312,2011-03-01,2011-03-07,Standard Class,Giulietta Weimer,Consumer,United States,US,Central,OFF-ST-10003692,Office Supplies,Storage,137,3,0.2,8.58,8.49,Medium,2011
UP-2011-3090,2011-03-01,2011-03-01,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,EMEA,OFF-STA-10000298,Office Supplies,Art,99,2,0,15.78,8.42,Medium,2011
ES-2011-3893444,2011-03-01,2011-03-05,Standard Class,Tom Boeckenhauer,Consumer,Germany,EU,Central,OFF-ST-10000988,Office Supplies,Storage,63,3,0.2,23.76,8.22,High,2011
CA-2011-131009,2011-03-01,2011-03-05,Standard Class,Shahid Collister,Consumer,United States,US,Central,OFF-ST-10001469,Office Supplies,Storage,130,3,0.2,-22.67,8,Medium,2011
CA-2011-131009,2011-03-01,2011-03-05,Standard Class,Shahid Collister,Consumer,United States,US,Central,FUR-FU-10001095,Furniture,Furnishings,64,6,0.6,-34.95,7.38,Medium,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,TEC-STA-10004927,Technology,Machines,221,2,0,15.48,6.87,Medium,2011
CA-2011-1800,2011-03-01,2011-03-04,First Class,Tom Prescott,Consumer,Canada,Canada,Canada,OFF-ACC-10004692,Office Supplies,Binders,30,1,0,2.73,6.7,High,2011
ES-2011-1416586,2011-03-01,2011-03-04,Second Class,Ed Ludwig,Home Office,Germany,EU,Central,TEC-MA-10001825,Technology,Machines,47,1,0,12.54,6.09,Medium,2011
IN-2011-59986,2011-03-01,2011-03-03,First Class,Katherine Hughes,Consumer,Australia,APAC,Oceania,OFF-SU-10001770,Office Supplies,Supplies,24,1,0.1,8.9,5.44,High,2011
ID-2011-50144,2011-03-01,2011-03-05,Standard Class,Logan Haushalter,Consumer,Australia,APAC,Oceania,OFF-PA-10000116,Office Supplies,Paper,24,3,0.4,-7.63,3.9,High,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,OFF-ELD-10002578,Office Supplies,Storage,62,6,0,17.82,3.73,Medium,2011
ES-2011-1705541,2011-03-01,2011-03-06,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,North,OFF-AR-10004884,Office Supplies,Art,37,3,0,10.35,3.55,High,2011
ES-2011-1416586,2011-03-01,2011-03-04,Second Class,Ed Ludwig,Home Office,Germany,EU,Central,OFF-AR-10000505,Office Supplies,Art,147,12,0,0,3.35,Medium,2011
ES-2011-1416586,2011-03-01,2011-03-04,Second Class,Ed Ludwig,Home Office,Germany,EU,Central,OFF-ST-10000127,Office Supplies,Storage,102,2,0.1,35.24,3.3,Medium,2011
CA-2011-1800,2011-03-01,2011-03-04,First Class,Tom Prescott,Consumer,Canada,Canada,Canada,OFF-OIC-10002161,Office Supplies,Fasteners,12,1,0,2.46,3.1,High,2011
CA-2011-1800,2011-03-01,2011-03-04,First Class,Tom Prescott,Consumer,Canada,Canada,Canada,OFF-HON-10001783,Office Supplies,Labels,12,1,0,5.64,2.24,High,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,FUR-NOV-10004962,Furniture,Chairs,48,1,0,12.09,2.21,Medium,2011
CA-2011-131009,2011-03-01,2011-03-05,Standard Class,Shahid Collister,Consumer,United States,US,Central,OFF-FA-10004395,Office Supplies,Fasteners,19,5,0.2,-3.53,2.05,Medium,2011
CA-2011-113880,2011-03-01,2011-03-05,Standard Class,Vicky Freymann,Home Office,United States,US,Central,OFF-PA-10003036,Office Supplies,Paper,17,3,0.2,5.68,1.94,High,2011
UP-2011-3090,2011-03-01,2011-03-01,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,EMEA,OFF-HON-10000137,Office Supplies,Labels,13,2,0,5.46,1.94,Medium,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,OFF-TEN-10001585,Office Supplies,Storage,17,1,0,7.41,1.14,Medium,2011
IN-2011-59986,2011-03-01,2011-03-03,First Class,Katherine Hughes,Consumer,Australia,APAC,Oceania,OFF-BI-10004436,Office Supplies,Binders,13,2,0.1,-1.16,1.05,High,2011
IN-2011-52146,2011-03-01,2011-03-05,Standard Class,Brian DeCherney,Consumer,Australia,APAC,Oceania,OFF-BI-10000583,Office Supplies,Binders,22,6,0.1,4.27,1.02,Medium,2011
ES-2011-3227800,2011-03-01,2011-03-05,Standard Class,Jeremy Farry,Consumer,Italy,EU,South,OFF-BI-10003650,Office Supplies,Binders,18,2,0,3.18,0.97,Medium,2011
UP-2011-3730,2011-03-01,2011-03-05,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,EMEA,OFF-TEN-10003211,Office Supplies,Storage,31,2,0,14.28,0.81,Medium,2011
NI-2011-190,2011-03-01,2011-03-06,Standard Class,Edward Hooks,Corporate,Nigeria,Africa,Africa,OFF-HOO-10002386,Office Supplies,Appliances,25,1,0.7,-28.71,0.79,Medium,2011
US-2011-143707,2011-03-01,2011-03-05,Standard Class,Hallie Redmond,Home Office,United States,US,East,TEC-PH-10003655,Technology,Phones,6,3,0,1.6,0.42,Medium,2011
IN-2011-53469,2011-03-02,2011-03-07,Standard Class,Chuck Clark,Home Office,Australia,APAC,Oceania,FUR-BO-10003384,Furniture,Bookcases,775,7,0.1,146.33,52.13,Medium,2011
IN-2011-53469,2011-03-02,2011-03-07,Standard Class,Chuck Clark,Home Office,Australia,APAC,Oceania,FUR-BO-10004404,Furniture,Bookcases,776,6,0.1,94.81,51.08,Medium,2011
ID-2011-34037,2011-03-02,2011-03-02,Same Day,Mary Zewe,Corporate,Indonesia,APAC,Southeast Asia,FUR-CH-10002250,Furniture,Chairs,682,2,0.27,186.97,48.69,Medium,2011
IN-2011-34800,2011-03-02,2011-03-06,Standard Class,Giulietta Dortch,Corporate,Australia,APAC,Oceania,FUR-CH-10001752,Furniture,Chairs,258,3,0.1,31.48,28.53,Medium,2011
ID-2011-34037,2011-03-02,2011-03-02,Same Day,Mary Zewe,Corporate,Indonesia,APAC,Southeast Asia,TEC-CO-10002350,Technology,Copiers,1055,3,0.07,-34.08,27.16,Medium,2011
IZ-2011-6520,2011-03-02,2011-03-06,Standard Class,Natalie Webber,Consumer,Iraq,EMEA,EMEA,OFF-ROG-10000191,Office Supplies,Storage,211,1,0,52.65,21.46,Medium,2011
CA-2011-111157,2011-03-02,2011-03-06,Standard Class,Nicole Hansen,Corporate,United States,US,East,TEC-AC-10004353,Technology,Accessories,151,3,0.2,32.13,9.21,High,2011
IN-2011-53469,2011-03-02,2011-03-07,Standard Class,Chuck Clark,Home Office,Australia,APAC,Oceania,OFF-BI-10002919,Office Supplies,Binders,107,8,0.1,16.46,7.66,Medium,2011
MX-2011-158575,2011-03-02,2011-03-06,Standard Class,Frank Hawley,Corporate,Cuba,LATAM,Caribbean,OFF-PA-10000994,Office Supplies,Paper,36,2,0,14.2,2.25,Medium,2011
CA-2011-107524,2011-03-02,2011-03-08,Standard Class,Kristina Nunn,Home Office,United States,US,East,OFF-PA-10000587,Office Supplies,Paper,36,5,0,17.47,2.18,Medium,2011
IN-2011-53469,2011-03-02,2011-03-07,Standard Class,Chuck Clark,Home Office,Australia,APAC,Oceania,OFF-AR-10002340,Office Supplies,Art,46,2,0.1,4.52,1.46,Medium,2011
CA-2011-107524,2011-03-02,2011-03-08,Standard Class,Kristina Nunn,Home Office,United States,US,East,OFF-EN-10001990,Office Supplies,Envelopes,11,2,0,5.34,0.94,Medium,2011
CA-2011-111157,2011-03-02,2011-03-06,Standard Class,Nicole Hansen,Corporate,United States,US,East,OFF-PA-10000327,Office Supplies,Paper,3,1,0.2,1.07,0.41,High,2011
AL-2011-7440,2011-03-03,2011-03-05,Second Class,Scot Coram,Corporate,Albania,EMEA,EMEA,TEC-STA-10002497,Technology,Machines,1619,10,0,258.9,301.73,High,2011
IN-2011-52853,2011-03-03,2011-03-08,Second Class,Mike Vittorini,Consumer,Bangladesh,APAC,Central Asia,FUR-CH-10000432,Furniture,Chairs,1096,6,0,65.7,100.65,High,2011
MX-2011-150357,2011-03-03,2011-03-05,Second Class,Mitch Willingham,Corporate,Dominican Republic,LATAM,Caribbean,FUR-CH-10004572,Furniture,Chairs,752,3,0.2,56.35,70.49,High,2011
MO-2011-720,2011-03-03,2011-03-07,Standard Class,Ben Wallace,Consumer,Morocco,Africa,Africa,TEC-PAN-10000577,Technology,Machines,311,1,0,90.03,48.52,High,2011
MO-2011-720,2011-03-03,2011-03-07,Standard Class,Ben Wallace,Consumer,Morocco,Africa,Africa,TEC-STA-10000893,Technology,Machines,598,2,0,263.04,43.14,High,2011
RO-2011-6490,2011-03-03,2011-03-09,Standard Class,Sandra Flanagan,Consumer,Romania,EMEA,EMEA,TEC-KON-10002034,Technology,Machines,489,4,0,97.8,36.03,Medium,2011
US-2011-115392,2011-03-03,2011-03-10,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Central,TEC-CO-10002271,Technology,Copiers,825,7,0.4,-389.16,35.2,Low,2011
US-2011-127978,2011-03-03,2011-03-08,Standard Class,Jill Stevenson,Corporate,United States,US,East,FUR-BO-10001972,Furniture,Bookcases,302,5,0.5,-199.62,34.51,Medium,2011
CA-2011-105648,2011-03-03,2011-03-07,Standard Class,Eva Jacobs,Consumer,United States,US,West,FUR-TA-10002958,Furniture,Tables,626,3,0.2,-23.49,32.55,Medium,2011
RO-2011-6490,2011-03-03,2011-03-09,Standard Class,Sandra Flanagan,Consumer,Romania,EMEA,EMEA,FUR-DAN-10001462,Furniture,Bookcases,492,4,0,4.8,27.75,Medium,2011
CA-2011-127964,2011-03-03,2011-03-08,Standard Class,Anne Pryor,Home Office,United States,US,East,OFF-BI-10004593,Office Supplies,Binders,126,3,0.2,40.87,22.16,High,2011
US-2011-115392,2011-03-03,2011-03-10,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Central,TEC-PH-10003102,Technology,Phones,334,5,0.4,-200.24,19.72,Low,2011
IN-2011-52853,2011-03-03,2011-03-08,Second Class,Mike Vittorini,Consumer,Bangladesh,APAC,Central Asia,TEC-CO-10003951,Technology,Copiers,731,3,0,160.83,18.07,High,2011
EG-2011-2040,2011-03-03,2011-03-07,Standard Class,Anne Pryor,Home Office,Egypt,Africa,Africa,OFF-KIT-10001040,Office Supplies,Appliances,140,2,0,57.3,11.09,Medium,2011
CA-2011-130421,2011-03-03,2011-03-07,Standard Class,Sam Craven,Consumer,United States,US,Central,OFF-AP-10002534,Office Supplies,Appliances,177,3,0.8,-459.61,10.65,Medium,2011
AG-2011-380,2011-03-03,2011-03-09,Standard Class,Christopher Conant,Consumer,Algeria,Africa,Africa,FUR-ELD-10003131,Furniture,Furnishings,113,1,0,29.43,9.51,Medium,2011
NI-2011-1790,2011-03-03,2011-03-10,Standard Class,Astrea Jones,Consumer,Nigeria,Africa,Africa,OFF-SME-10002740,Office Supplies,Storage,119,2,0.7,-99.27,9.39,Medium,2011
RO-2011-6490,2011-03-03,2011-03-09,Standard Class,Sandra Flanagan,Consumer,Romania,EMEA,EMEA,TEC-APP-10004049,Technology,Phones,126,1,0,27.75,7.47,Medium,2011
ES-2011-1708225,2011-03-03,2011-03-09,Standard Class,David Philippe,Consumer,Italy,EU,South,OFF-FA-10004899,Office Supplies,Fasteners,58,3,0,28.8,6.89,Low,2011
IS-2011-9280,2011-03-03,2011-03-07,Standard Class,Thais Sissman,Consumer,Israel,EMEA,EMEA,TEC-MEM-10004782,Technology,Accessories,69,1,0,1.38,5.58,Medium,2011
ES-2011-4926746,2011-03-03,2011-03-06,Second Class,Roger Barcio,Home Office,France,EU,Central,OFF-ST-10001576,Office Supplies,Storage,42,2,0.1,10.66,3.77,Medium,2011
ES-2011-4926746,2011-03-03,2011-03-06,Second Class,Roger Barcio,Home Office,France,EU,Central,OFF-BI-10000542,Office Supplies,Binders,59,2,0,12.36,3.1,Medium,2011
CA-2011-127964,2011-03-03,2011-03-08,Standard Class,Anne Pryor,Home Office,United States,US,East,OFF-BI-10003429,Office Supplies,Binders,25,5,0.2,9.18,2.48,High,2011
IR-2011-5440,2011-03-03,2011-03-09,Standard Class,Yana Sorensen,Corporate,Iran,EMEA,EMEA,OFF-ROG-10004393,Office Supplies,Storage,31,1,0,4.35,2.2,Medium,2011
NI-2011-1790,2011-03-03,2011-03-10,Standard Class,Astrea Jones,Consumer,Nigeria,Africa,Africa,FUR-HON-10000191,Furniture,Chairs,57,4,0.7,-91.51,2.08,Medium,2011
US-2011-127978,2011-03-03,2011-03-08,Standard Class,Jill Stevenson,Corporate,United States,US,East,OFF-ST-10002486,Office Supplies,Storage,45,8,0.2,-10.05,1.94,Medium,2011
US-2011-115392,2011-03-03,2011-03-10,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Central,OFF-FA-10003058,Office Supplies,Fasteners,16,3,0.4,-9.55,1.74,Low,2011
US-2011-127978,2011-03-03,2011-03-08,Standard Class,Jill Stevenson,Corporate,United States,US,East,OFF-LA-10000305,Office Supplies,Labels,15,3,0.2,4.91,1.37,Medium,2011
US-2011-115392,2011-03-03,2011-03-10,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Central,OFF-LA-10002782,Office Supplies,Labels,8,3,0.4,-0.67,1.23,Low,2011
US-2011-128475,2011-03-03,2011-03-07,Standard Class,Chris Cortes,Consumer,Honduras,LATAM,Central,OFF-EN-10003577,Office Supplies,Envelopes,12,1,0.4,-6.61,1.07,Medium,2011
CA-2011-155852,2011-03-03,2011-03-07,Second Class,Ashley Jarboe,Consumer,United States,US,South,OFF-AR-10003560,Office Supplies,Art,19,4,0.2,3.4,1.05,Medium,2011
EG-2011-2040,2011-03-03,2011-03-07,Standard Class,Anne Pryor,Home Office,Egypt,Africa,Africa,OFF-BIN-10001274,Office Supplies,Art,24,2,0,10.02,1.02,Medium,2011
